# jdk-only method-granular multi-image sweep — H25-1 N1
# regenerate: scripts/jdk-only-image-method-index.py per image, then scripts/jdk-only-image-method-sweep.py --tsv
# census: /data/w45work/census.json (8317 registrations, strict mode)
# images: jdk17-linux=17.0.20.1 jdk17-mac-x64=17.0.20.1 jdk17-windows=17.0.20 jdk21-linux=21.0.12 jdk21-mac-x64=21.0.12 jdk21-windows=21.0.12 jdk25-linux=25.0.4 jdk25-mac-x64=25.0.4 jdk25-windows=25.0.4
# canary java/lang/StringUTF16.isBigEndian()Z: cross-version
# verdicts: cross-version=399 dead-everywhere=263 field-shaped=49 live=6507 no-image-class=1099
#
# cross-version rows MUST NOT be deleted: an image this host does not
# run declares the method.
# field-shaped rows MUST NOT be deleted either: the name IS on the
# hierarchy, as a FIELD. An index built from the method table alone calls
# them dead and is wrong; WORKER 3's independent javap sweep found the
# same shape (38 rows there, 42 here).
# dead-everywhere rows are the retirable population, and retiring them is
# predicted to move the shadow census by ZERO — they are never
# dispatched (H25-1 §3).
verdict	shape	class	name	descriptor	owns_slot	registered_by	declared_by
dead-everywhere	near-miss	sun/nio/ch/WindowsSelectorImpl	setWakeupSocket0	(II)V	yes	native-io/src/nio_selector.rs:5046	-
dead-everywhere	near-miss	sun/nio/ch/WindowsSelectorImpl$SubSelector	poll0	(JI[I[I[IJ)I	yes	native-io/src/nio_selector.rs:5040	-
dead-everywhere	truly-gone	sun/security/ssl/SSLEngineImpl	setApplicationProtocols	([Ljava/lang/String;)V	yes	native-builtins/src/t27_tls.rs:17089	-
dead-everywhere	truly-gone	sun/security/util/DerValue	getEncoded	()[B	yes	native-builtins/src/phases_late/ssl_security.rs:8624	-
field-shaped	-	java/lang/ProcessBuilder$Redirect	INHERIT	()Ljava/lang/ProcessBuilder$Redirect;	yes	native-builtins/src/phases_late.rs:1758	-
field-shaped	-	java/lang/ProcessBuilder$Redirect	PIPE	()Ljava/lang/ProcessBuilder$Redirect;	yes	native-builtins/src/phases_late.rs:1748	-
field-shaped	-	java/lang/foreign/MemorySegment	NULL	Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/phases_late/foreign_ffm.rs:5750	-
field-shaped	-	java/lang/foreign/ValueLayout	ADDRESS	Ljava/lang/foreign/AddressLayout;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3981	-
field-shaped	-	java/lang/foreign/ValueLayout	JAVA_BOOLEAN	Ljava/lang/foreign/ValueLayout$OfBoolean;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3918	-
field-shaped	-	java/lang/foreign/ValueLayout	JAVA_BYTE	Ljava/lang/foreign/ValueLayout$OfByte;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3909	-
field-shaped	-	java/lang/foreign/ValueLayout	JAVA_CHAR	Ljava/lang/foreign/ValueLayout$OfChar;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3927	-
field-shaped	-	java/lang/foreign/ValueLayout	JAVA_DOUBLE	Ljava/lang/foreign/ValueLayout$OfDouble;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3972	-
field-shaped	-	java/lang/foreign/ValueLayout	JAVA_FLOAT	Ljava/lang/foreign/ValueLayout$OfFloat;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3963	-
field-shaped	-	java/lang/foreign/ValueLayout	JAVA_INT	Ljava/lang/foreign/ValueLayout$OfInt;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3945	-
field-shaped	-	java/lang/foreign/ValueLayout	JAVA_LONG	Ljava/lang/foreign/ValueLayout$OfLong;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3954	-
field-shaped	-	java/lang/foreign/ValueLayout	JAVA_SHORT	Ljava/lang/foreign/ValueLayout$OfShort;	yes	native-builtins/src/phases_late/foreign_ffm.rs:3936	-
field-shaped	-	java/nio/ByteOrder	BIG_ENDIAN	Ljava/nio/ByteOrder;	yes	native-builtins/src/servlet.rs:8429	-
field-shaped	-	java/nio/ByteOrder	LITTLE_ENDIAN	Ljava/nio/ByteOrder;	yes	native-builtins/src/servlet.rs:8432	-
field-shaped	-	java/util/Locale	CANADA	Ljava/util/Locale;	yes	native-builtins/src/lib.rs:20788	-
field-shaped	-	java/util/Locale	CANADA_FRENCH	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1895	-
field-shaped	-	java/util/Locale	CHINA	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1892	-
field-shaped	-	java/util/Locale	CHINESE	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1903	-
field-shaped	-	java/util/Locale	ENGLISH	Ljava/util/Locale;	yes	native-builtins/src/lib.rs:20776	-
field-shaped	-	java/util/Locale	FRANCE	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1887	-
field-shaped	-	java/util/Locale	FRENCH	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1898	-
field-shaped	-	java/util/Locale	GERMAN	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1899	-
field-shaped	-	java/util/Locale	GERMANY	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1888	-
field-shaped	-	java/util/Locale	ITALIAN	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1900	-
field-shaped	-	java/util/Locale	ITALY	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1889	-
field-shaped	-	java/util/Locale	JAPAN	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1890	-
field-shaped	-	java/util/Locale	JAPANESE	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1901	-
field-shaped	-	java/util/Locale	KOREA	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1891	-
field-shaped	-	java/util/Locale	KOREAN	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1902	-
field-shaped	-	java/util/Locale	PRC	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1893	-
field-shaped	-	java/util/Locale	ROOT	Ljava/util/Locale;	yes	native-builtins/src/lib.rs:20770	-
field-shaped	-	java/util/Locale	SIMPLIFIED_CHINESE	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1896	-
field-shaped	-	java/util/Locale	TAIWAN	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1894	-
field-shaped	-	java/util/Locale	TRADITIONAL_CHINESE	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1897	-
field-shaped	-	java/util/Locale	UK	Ljava/util/Locale;	yes	native-builtins/src/locale_bootstrap.rs:1886	-
field-shaped	-	java/util/Locale	US	Ljava/util/Locale;	yes	native-builtins/src/lib.rs:20782	-
field-shaped	-	java/util/jar/Attributes$Name	MAIN_CLASS	Ljava/util/jar/Attributes$Name;	no	native-builtins/src/lib.rs:9626	-
field-shaped	-	java/util/jar/Attributes$Name	MAIN_CLASS	Ljava/util/jar/Attributes$Name;	yes	native-builtins/src/phases_late/jar_manifest.rs:758	-
field-shaped	-	java/util/jar/Attributes$Name	MANIFEST_VERSION	Ljava/util/jar/Attributes$Name;	no	native-builtins/src/lib.rs:9620	-
field-shaped	-	java/util/jar/Attributes$Name	MANIFEST_VERSION	Ljava/util/jar/Attributes$Name;	yes	native-builtins/src/phases_late/jar_manifest.rs:742	-
field-shaped	-	jdk/internal/misc/Signal	number	(Ljava/lang/String;)I	no	native-builtins/src/deprecated_internal.rs:1700	-
field-shaped	-	jdk/internal/misc/Signal	number	(Ljava/lang/String;)I	yes	native-builtins/src/deprecated_internal.rs:1700	-
field-shaped	-	sun/nio/ch/AsynchronousServerSocketChannelImpl	localAddress	()Ljava/net/SocketAddress;	yes	native-io/src/concrete_receiver.rs:185	-
field-shaped	-	sun/nio/ch/DatagramChannelImpl	localAddress	()Ljava/net/SocketAddress;	no	native-io/src/concrete_receiver.rs:185	-
field-shaped	-	sun/nio/ch/DatagramChannelImpl	localAddress	()Ljava/net/SocketAddress;	yes	native-io/src/concrete_receiver.rs:185	-
field-shaped	-	sun/nio/ch/DatagramChannelImpl	remoteAddress	()Ljava/net/SocketAddress;	no	native-io/src/concrete_receiver.rs:185	-
field-shaped	-	sun/nio/ch/DatagramChannelImpl	remoteAddress	()Ljava/net/SocketAddress;	yes	native-io/src/concrete_receiver.rs:185	-
field-shaped	-	sun/nio/ch/UnixAsynchronousServerSocketChannelImpl	localAddress	()Ljava/net/SocketAddress;	yes	native-io/src/concrete_receiver.rs:185	-
field-shaped	-	sun/nio/ch/WindowsAsynchronousServerSocketChannelImpl	localAddress	()Ljava/net/SocketAddress;	yes	native-io/src/concrete_receiver.rs:185	-
